Longitude,Latitude,Accuracy,Altitude,Time,Easting,Northing
023.7790596,37.9752956,01.9000000,0231.0,2023-02-15T11:39:28.315000,480445.85,4202809.12
023.7790662,37.9752886,01.9000000,0231.0,2023-02-15T11:39:29.314000,480446.43,4202808.34
023.7790700,37.9752820,01.9000000,0231.0,2023-02-15T11:39:30.315000,480446.76,4202807.61
023.7790752,37.9752754,01.9800000,0231.0,2023-02-15T11:39:31.316000,480447.21,4202806.87
023.7790819,37.9752687,01.9800000,0231.0,2023-02-15T11:39:32.316000,480447.80,4202806.13
023.7790897,37.9752608,01.9000000,0230.0,2023-02-15T11:39:33.314000,480448.48,4202805.25
023.7790989,37.9752549,01.9800000,0231.0,2023-02-15T11:39:34.318000,480449.29,4202804.59
023.7791085,37.9752484,01.9800000,0230.0,2023-02-15T11:39:35.315000,480450.13,4202803.87
023.7791152,37.9752444,01.9000000,0230.0,2023-02-15T11:39:36.315000,480450.72,4202803.42
023.7791201,37.9752395,02.3000000,0230.0,2023-02-15T11:39:37.314000,480451.15,4202802.88
023.7791255,37.9752344,01.9800000,0231.0,2023-02-15T11:39:38.317000,480451.62,4202802.31
023.7791310,37.9752294,01.9000000,0231.0,2023-02-15T11:39:39.316000,480452.10,4202801.76
023.7791381,37.9752219,01.9800000,0231.0,2023-02-15T11:39:40.317000,480452.72,4202800.92
023.7791452,37.9752131,01.9000000,0231.0,2023-02-15T11:39:41.314000,480453.35,4202799.95
023.7791557,37.9752053,02.3000000,0231.0,2023-02-15T11:39:42.313000,480454.27,4202799.08
023.7791675,37.9751958,01.9000000,0231.0,2023-02-15T11:39:43.316000,480455.30,4202798.02
023.7791795,37.9751874,01.9000000,0231.0,2023-02-15T11:39:44.312000,480456.35,4202797.09
023.7791906,37.9751781,01.9000000,0230.0,2023-02-15T11:39:45.311000,480457.32,4202796.05
023.7792012,37.9751683,01.9000000,0231.0,2023-02-15T11:39:46.309000,480458.25,4202794.96
023.7792113,37.9751600,01.9800000,0231.0,2023-02-15T11:39:47.315000,480459.14,4202794.04
023.7792212,37.9751516,01.9800000,0231.0,2023-02-15T11:39:48.317000,480460.00,4202793.11
023.7792301,37.9751445,01.9800000,0231.0,2023-02-15T11:39:49.318000,480460.78,4202792.32
023.7792392,37.9751383,01.9800000,0230.0,2023-02-15T11:39:50.317000,480461.58,4202791.63
023.7792490,37.9751369,01.9000000,0231.0,2023-02-15T11:39:51.309000,480462.44,4202791.47
023.7792645,37.9751425,01.9800000,0231.0,2023-02-15T11:39:52.316000,480463.81,4202792.09
023.7792793,37.9751481,01.9000000,0231.0,2023-02-15T11:39:53.312000,480465.11,4202792.71
023.7792924,37.9751506,01.9800000,0231.0,2023-02-15T11:39:54.333000,480466.26,4202792.98
023.7793021,37.9751520,01.9000000,0232.0,2023-02-15T11:39:55.309000,480467.11,4202793.13
023.7793122,37.9751545,01.9800000,0231.0,2023-02-15T11:39:56.318000,480468.00,4202793.41
023.7793229,37.9751569,01.9000000,0232.0,2023-02-15T11:39:57.314000,480468.94,4202793.67
023.7793336,37.9751594,01.5000000,0231.0,2023-02-15T11:39:58.318000,480469.88,4202793.95
023.7793409,37.9751622,01.5000000,0231.0,2023-02-15T11:39:59.320000,480470.52,4202794.26
023.7793496,37.9751634,01.5000000,0232.0,2023-02-15T11:40:00.317000,480471.29,4202794.39
023.7793622,37.9751601,01.5000000,0231.0,2023-02-15T11:40:01.320000,480472.39,4202794.02
023.7793763,37.9751553,01.5000000,0232.0,2023-02-15T11:40:02.315000,480473.63,4202793.48
023.7793907,37.9751507,01.5000000,0232.0,2023-02-15T11:40:03.318000,480474.89,4202792.97
023.7794050,37.9751476,01.5000000,0232.0,2023-02-15T11:40:04.324000,480476.15,4202792.62
023.7794182,37.9751458,01.5000000,0232.0,2023-02-15T11:40:05.320000,480477.31,4202792.42
023.7794300,37.9751429,01.5000000,0232.0,2023-02-15T11:40:06.316000,480478.34,4202792.10
023.7794393,37.9751378,01.9800000,0232.0,2023-02-15T11:40:07.316000,480479.16,4202791.53
023.7794492,37.9751333,01.9000000,0232.0,2023-02-15T11:40:08.319000,480480.02,4202791.03
023.7794601,37.9751281,01.9000000,0232.0,2023-02-15T11:40:09.313000,480480.98,4202790.45
023.7794696,37.9751229,01.9000000,0232.0,2023-02-15T11:40:10.317000,480481.81,4202789.87
023.7794788,37.9751179,01.8800000,0232.0,2023-02-15T11:40:11.319000,480482.62,4202789.31
023.7794892,37.9751133,02.2160000,0231.0,2023-02-15T11:40:12.315000,480483.53,4202788.80
023.7795008,37.9751078,01.8800000,0232.0,2023-02-15T11:40:13.323000,480484.55,4202788.19
023.7795107,37.9751056,01.8800000,0232.0,2023-02-15T11:40:14.322000,480485.42,4202787.94
023.7795195,37.9751057,01.8160000,0232.0,2023-02-15T11:40:15.314000,480486.19,4202787.95
023.7795279,37.9751074,01.8160000,0232.0,2023-02-15T11:40:16.311000,480486.93,4202788.14
023.7795363,37.9751116,02.3000000,0232.0,2023-02-15T11:40:17.314000,480487.67,4202788.60
023.7795450,37.9751184,01.9000000,0232.0,2023-02-15T11:40:18.312000,480488.43,4202789.35
023.7795528,37.9751263,01.9000000,0232.0,2023-02-15T11:40:19.315000,480489.12,4202790.23
023.7795588,37.9751313,01.9800000,0232.0,2023-02-15T11:40:20.316000,480489.65,4202790.78
023.7795652,37.9751343,01.8800000,0232.0,2023-02-15T11:40:21.320000,480490.21,4202791.11
023.7795736,37.9751342,02.2160000,0231.0,2023-02-15T11:40:22.313000,480490.95,4202791.10
023.7795842,37.9751334,01.8160000,0232.0,2023-02-15T11:40:23.311000,480491.88,4202791.01
023.7795945,37.9751314,01.8160000,0231.0,2023-02-15T11:40:24.313000,480492.79,4202790.79
023.7796060,37.9751288,01.8160000,0231.0,2023-02-15T11:40:25.315000,480493.79,4202790.50
023.7796176,37.9751258,01.8160000,0231.0,2023-02-15T11:40:26.318000,480494.81,4202790.16
023.7796292,37.9751212,01.9800000,0231.0,2023-02-15T11:40:27.320000,480495.83,4202789.65
023.7796421,37.9751175,01.9800000,0231.0,2023-02-15T11:40:28.319000,480496.96,4202789.23
023.7796543,37.9751162,01.9800000,0231.0,2023-02-15T11:40:29.316000,480498.03,4202789.09
023.7796665,37.9751168,01.9800000,0232.0,2023-02-15T11:40:30.317000,480499.11,4202789.15
023.7796793,37.9751150,01.9000000,0232.0,2023-02-15T11:40:31.315000,480500.23,4202788.95
023.7796909,37.9751118,02.3000000,0232.0,2023-02-15T11:40:32.314000,480501.25,4202788.59
023.7797037,37.9751090,01.8800000,0232.0,2023-02-15T11:40:33.321000,480502.37,4202788.28
023.7797151,37.9751061,01.8800000,0232.0,2023-02-15T11:40:34.319000,480503.37,4202787.95
023.7797257,37.9751023,01.8800000,0232.0,2023-02-15T11:40:35.322000,480504.30,4202787.53
023.7797375,37.9750987,01.7800000,0232.0,2023-02-15T11:40:36.318000,480505.34,4202787.13
023.7797505,37.9750964,01.7800000,0232.0,2023-02-15T11:40:37.322000,480506.48,4202786.87
023.7797640,37.9750934,01.6500000,0233.0,2023-02-15T11:40:38.318000,480507.66,4202786.54
023.7797778,37.9750862,01.6800000,0233.0,2023-02-15T11:40:39.321000,480508.87,4202785.73
023.7797893,37.9750790,01.5660000,0233.0,2023-02-15T11:40:40.321000,480509.88,4202784.93
023.7797997,37.9750737,01.4830000,0233.0,2023-02-15T11:40:41.315000,480510.79,4202784.34
023.7798102,37.9750684,01.9660000,0233.0,2023-02-15T11:40:42.316000,480511.71,4202783.75
023.7798133,37.9750635,01.4830000,0233.0,2023-02-15T11:40:43.318000,480511.98,4202783.21
023.7798109,37.9750580,01.4830000,0232.0,2023-02-15T11:40:44.317000,480511.77,4202782.60
023.7798022,37.9750510,01.4830000,0232.0,2023-02-15T11:40:45.318000,480511.01,4202781.82
023.7797894,37.9750439,01.5800000,0231.0,2023-02-15T11:40:46.322000,480509.88,4202781.04
023.7797783,37.9750354,01.4830000,0231.0,2023-02-15T11:40:47.317000,480508.90,4202780.10
023.7797683,37.9750256,01.0000000,0231.0,2023-02-15T11:40:48.321000,480508.02,4202779.01
023.7797620,37.9750149,01.0000000,0232.0,2023-02-15T11:40:49.317000,480507.47,4202777.83
023.7797593,37.9750033,01.0000000,0232.0,2023-02-15T11:40:50.319000,480507.23,4202776.54
023.7797591,37.9749935,01.0000000,0232.0,2023-02-15T11:40:51.313000,480507.21,4202775.45
023.7797602,37.9749834,01.0000000,0232.0,2023-02-15T11:40:52.315000,480507.30,4202774.33
023.7797613,37.9749723,01.0000000,0232.0,2023-02-15T11:40:53.316000,480507.39,4202773.10
023.7797618,37.9749628,01.0000000,0232.0,2023-02-15T11:40:54.317000,480507.43,4202772.05
023.7797617,37.9749529,01.0000000,0232.0,2023-02-15T11:40:55.322000,480507.42,4202770.95
023.7797614,37.9749434,01.0000000,0233.0,2023-02-15T11:40:56.319000,480507.39,4202769.89
023.7797618,37.9749325,01.5800000,0233.0,2023-02-15T11:40:57.321000,480507.43,4202768.68
023.7797609,37.9749238,01.5800000,0233.0,2023-02-15T11:40:58.315000,480507.35,4202767.72
023.7797607,37.9749153,01.5800000,0233.0,2023-02-15T11:40:59.324000,480507.33,4202766.78
023.7797598,37.9749060,01.4830000,0233.0,2023-02-15T11:41:00.319000,480507.24,4202765.74
023.7797588,37.9748963,01.5660000,0233.0,2023-02-15T11:41:01.316000,480507.15,4202764.67
023.7797574,37.9748873,02.0500000,0233.0,2023-02-15T11:41:02.318000,480507.03,4202763.67
023.7797576,37.9748774,01.7800000,0232.0,2023-02-15T11:41:03.318000,480507.04,4202762.57
023.7797603,37.9748685,01.6500000,0232.0,2023-02-15T11:41:04.317000,480507.28,4202761.58
023.7797691,37.9748608,01.7800000,0232.0,2023-02-15T11:41:05.319000,480508.05,4202760.73
023.7797812,37.9748573,01.6500000,0233.0,2023-02-15T11:41:06.314000,480509.11,4202760.34
023.7797933,37.9748540,01.6800000,0232.0,2023-02-15T11:41:07.319000,480510.17,4202759.97
023.7798053,37.9748497,01.6500000,0232.0,2023-02-15T11:41:08.317000,480511.23,4202759.49
023.7798168,37.9748457,01.7800000,0232.0,2023-02-15T11:41:09.316000,480512.23,4202759.04
023.7798285,37.9748405,01.7330000,0232.0,2023-02-15T11:41:10.317000,480513.26,4202758.46
023.7798396,37.9748363,01.8160000,0233.0,2023-02-15T11:41:11.313000,480514.23,4202757.99
023.7798487,37.9748330,02.3000000,0233.0,2023-02-15T11:41:12.318000,480515.03,4202757.63
023.7798586,37.9748293,01.9800000,0233.0,2023-02-15T11:41:13.320000,480515.90,4202757.21
023.7798712,37.9748235,01.9000000,0233.0,2023-02-15T11:41:14.316000,480517.01,4202756.57
023.7798833,37.9748194,01.9800000,0233.0,2023-02-15T11:41:15.320000,480518.07,4202756.11
023.7798946,37.9748149,01.9800000,0233.0,2023-02-15T11:41:16.314000,480519.06,4202755.61
023.7799044,37.9748118,02.3000000,0233.0,2023-02-15T11:41:17.318000,480519.92,4202755.26
023.7799138,37.9748083,01.9000000,0233.0,2023-02-15T11:41:18.319000,480520.74,4202754.87
023.7799235,37.9748033,01.9800000,0233.0,2023-02-15T11:41:19.317000,480521.59,4202754.31
023.7799320,37.9747980,01.9000000,0233.0,2023-02-15T11:41:20.317000,480522.34,4202753.73
023.7799414,37.9747926,01.9000000,0233.0,2023-02-15T11:41:21.312000,480523.16,4202753.12
023.7799519,37.9747870,02.3000000,0233.0,2023-02-15T11:41:22.312000,480524.08,4202752.50
023.7799626,37.9747828,01.9000000,0233.0,2023-02-15T11:41:23.313000,480525.02,4202752.03
023.7799732,37.9747782,01.9000000,0233.0,2023-02-15T11:41:24.310000,480525.95,4202751.52
023.7799848,37.9747737,01.9000000,0233.0,2023-02-15T11:41:25.315000,480526.97,4202751.02
023.7799957,37.9747688,01.9800000,0233.0,2023-02-15T11:41:26.317000,480527.93,4202750.47
023.7800066,37.9747658,01.9800000,0233.0,2023-02-15T11:41:27.313000,480528.88,4202750.14
023.7800178,37.9747625,01.9800000,0233.0,2023-02-15T11:41:28.318000,480529.87,4202749.77
023.7800284,37.9747565,01.9800000,0233.0,2023-02-15T11:41:29.314000,480530.80,4202749.10
023.7800397,37.9747504,01.9800000,0233.0,2023-02-15T11:41:30.317000,480531.79,4202748.42
023.7800507,37.9747455,01.9000000,0233.0,2023-02-15T11:41:31.316000,480532.75,4202747.88
023.7800613,37.9747404,01.9800000,0234.0,2023-02-15T11:41:32.320000,480533.68,4202747.31
023.7800705,37.9747356,01.9000000,0234.0,2023-02-15T11:41:33.318000,480534.49,4202746.77
023.7800794,37.9747315,01.9800000,0234.0,2023-02-15T11:41:34.318000,480535.27,4202746.32
023.7800864,37.9747273,01.9000000,0234.0,2023-02-15T11:41:35.317000,480535.88,4202745.85
023.7800941,37.9747242,02.0800000,0234.0,2023-02-15T11:41:36.316000,480536.56,4202745.50
023.7801014,37.9747219,02.0800000,0234.0,2023-02-15T11:41:37.326000,480537.20,4202745.25
023.7801100,37.9747171,01.9830000,0234.0,2023-02-15T11:41:38.313000,480537.95,4202744.71
023.7801205,37.9747134,01.9830000,0234.0,2023-02-15T11:41:39.317000,480538.87,4202744.30
023.7801313,37.9747097,02.0800000,0234.0,2023-02-15T11:41:40.319000,480539.82,4202743.89
023.7801407,37.9747068,01.9800000,0234.0,2023-02-15T11:41:41.321000,480540.65,4202743.56
023.7801504,37.9747045,02.3000000,0234.0,2023-02-15T11:41:42.317000,480541.50,4202743.31
023.7801608,37.9747005,01.9800000,0234.0,2023-02-15T11:41:43.320000,480542.41,4202742.86
023.7801733,37.9746967,01.9800000,0234.0,2023-02-15T11:41:44.318000,480543.51,4202742.44
023.7801869,37.9746931,01.9000000,0235.0,2023-02-15T11:41:45.316000,480544.70,4202742.03
023.7801999,37.9746906,01.9000000,0235.0,2023-02-15T11:41:46.319000,480545.84,4202741.75
023.7802125,37.9746868,01.9800000,0235.0,2023-02-15T11:41:47.321000,480546.95,4202741.33
023.7802211,37.9746846,01.9800000,0235.0,2023-02-15T11:41:48.320000,480547.70,4202741.08
023.7802292,37.9746823,01.9800000,0235.0,2023-02-15T11:41:49.321000,480548.41,4202740.83
023.7802400,37.9746785,01.8800000,0235.0,2023-02-15T11:41:50.319000,480549.36,4202740.40
023.7802538,37.9746745,01.8160000,0234.0,2023-02-15T11:41:51.319000,480550.57,4202739.96
023.7802673,37.9746700,01.8160000,0234.0,2023-02-15T11:41:52.318000,480551.76,4202739.45
023.7802788,37.9746652,01.4000000,0234.0,2023-02-15T11:41:53.322000,480552.76,4202738.92
023.7802893,37.9746608,01.4160000,0234.0,2023-02-15T11:41:54.315000,480553.69,4202738.43
023.7802990,37.9746575,01.5000000,0234.0,2023-02-15T11:41:55.323000,480554.54,4202738.06
023.7803106,37.9746546,01.5000000,0234.0,2023-02-15T11:41:56.319000,480555.55,4202737.74
023.7803214,37.9746503,01.9000000,0234.0,2023-02-15T11:41:57.314000,480556.50,4202737.26
023.7803313,37.9746456,01.9000000,0234.0,2023-02-15T11:41:58.320000,480557.37,4202736.73
023.7803424,37.9746420,01.8800000,0234.0,2023-02-15T11:41:59.315000,480558.34,4202736.33
023.7803548,37.9746385,01.8160000,0234.0,2023-02-15T11:42:00.316000,480559.43,4202735.94
023.7803678,37.9746358,01.8160000,0234.0,2023-02-15T11:42:01.316000,480560.57,4202735.64
023.7803806,37.9746318,01.8800000,0234.0,2023-02-15T11:42:02.317000,480561.70,4202735.19
023.7803929,37.9746283,01.8160000,0234.0,2023-02-15T11:42:03.316000,480562.78,4202734.80
023.7804054,37.9746243,01.9800000,0234.0,2023-02-15T11:42:04.317000,480563.87,4202734.35
023.7804183,37.9746226,01.9800000,0234.0,2023-02-15T11:42:05.322000,480565.00,4202734.16
023.7804314,37.9746221,01.9800000,0234.0,2023-02-15T11:42:06.317000,480566.16,4202734.11
023.7804448,37.9746209,01.5000000,0234.0,2023-02-15T11:42:07.319000,480567.33,4202733.97
023.7804576,37.9746181,01.5000000,0234.0,2023-02-15T11:42:08.317000,480568.46,4202733.66
023.7804692,37.9746153,01.5000000,0234.0,2023-02-15T11:42:09.320000,480569.47,4202733.34
023.7804814,37.9746126,01.4000000,0234.0,2023-02-15T11:42:10.323000,480570.54,4202733.04
023.7804951,37.9746107,01.4000000,0235.0,2023-02-15T11:42:11.321000,480571.75,4202732.83
023.7805094,37.9746087,01.8160000,0234.0,2023-02-15T11:42:12.318000,480573.00,4202732.60
023.7805217,37.9746052,01.8800000,0234.0,2023-02-15T11:42:13.321000,480574.08,4202732.21
023.7805337,37.9746029,01.7330000,0234.0,2023-02-15T11:42:14.317000,480575.14,4202731.95
023.7805459,37.9746004,01.7330000,0234.0,2023-02-15T11:42:15.321000,480576.21,4202731.67
023.7805579,37.9745994,01.8160000,0234.0,2023-02-15T11:42:16.313000,480577.26,4202731.56
023.7805669,37.9746016,01.8800000,0235.0,2023-02-15T11:42:17.325000,480578.05,4202731.80
023.7805735,37.9746127,01.8160000,0235.0,2023-02-15T11:42:18.319000,480578.63,4202733.03
023.7805755,37.9746244,01.9800000,0234.0,2023-02-15T11:42:19.319000,480578.81,4202734.33
023.7805795,37.9746312,01.9000000,0234.0,2023-02-15T11:42:20.319000,480579.16,4202735.08
023.7805876,37.9746357,01.9800000,0233.0,2023-02-15T11:42:21.316000,480579.88,4202735.58
023.7805950,37.9746375,02.3000000,0233.0,2023-02-15T11:42:22.313000,480580.53,4202735.78
023.7806048,37.9746389,01.9000000,0233.0,2023-02-15T11:42:23.317000,480581.39,4202735.93
023.7806156,37.9746446,01.9830000,0234.0,2023-02-15T11:42:24.318000,480582.34,4202736.56
023.7806234,37.9746522,01.9830000,0234.0,2023-02-15T11:42:25.318000,480583.03,4202737.41
023.7806320,37.9746583,02.0800000,0233.0,2023-02-15T11:42:26.318000,480583.78,4202738.08
023.7806427,37.9746633,02.0800000,0233.0,2023-02-15T11:42:27.316000,480584.72,4202738.63
023.7806515,37.9746698,01.9830000,0233.0,2023-02-15T11:42:28.316000,480585.50,4202739.35
023.7806533,37.9746838,01.9830000,0233.0,2023-02-15T11:42:29.316000,480585.66,4202740.90
023.7806559,37.9746954,01.8160000,0233.0,2023-02-15T11:42:30.313000,480585.89,4202742.19
023.7806592,37.9747068,01.7800000,0232.0,2023-02-15T11:42:31.321000,480586.18,4202743.46
023.7806635,37.9747175,01.7800000,0232.0,2023-02-15T11:42:32.317000,480586.57,4202744.64
023.7806688,37.9747284,01.6500000,0232.0,2023-02-15T11:42:33.316000,480587.03,4202745.85
023.7806761,37.9747379,01.5660000,0232.0,2023-02-15T11:42:34.315000,480587.68,4202746.90
023.7806826,37.9747475,01.5800000,0232.0,2023-02-15T11:42:35.317000,480588.25,4202747.97
023.7806866,37.9747575,01.4830000,0232.0,2023-02-15T11:42:36.318000,480588.60,4202749.08
023.7806905,37.9747653,01.9660000,0232.0,2023-02-15T11:42:37.311000,480588.95,4202749.94
023.7807011,37.9747683,01.5660000,0232.0,2023-02-15T11:42:38.314000,480589.88,4202750.27
023.7807157,37.9747684,01.7800000,0232.0,2023-02-15T11:42:39.316000,480591.16,4202750.28
023.7807303,37.9747637,01.8800000,0232.0,2023-02-15T11:42:40.321000,480592.44,4202749.75
023.7807432,37.9747625,01.8160000,0232.0,2023-02-15T11:42:41.313000,480593.58,4202749.62
023.7807520,37.9747674,01.9800000,0232.0,2023-02-15T11:42:42.315000,480594.35,4202750.16
023.7807556,37.9747791,01.9000000,0232.0,2023-02-15T11:42:43.311000,480594.67,4202751.46
023.7807566,37.9747915,01.8800000,0232.0,2023-02-15T11:42:44.319000,480594.76,4202752.83
023.7807601,37.9748044,01.7330000,0232.0,2023-02-15T11:42:45.316000,480595.07,4202754.26
023.7807659,37.9748167,01.6500000,0232.0,2023-02-15T11:42:46.313000,480595.58,4202755.63
023.7807711,37.9748268,01.6800000,0232.0,2023-02-15T11:42:47.319000,480596.04,4202756.75
023.7807721,37.9748363,01.5800000,0232.0,2023-02-15T11:42:48.316000,480596.13,4202757.80
023.7807738,37.9748458,01.4830000,0232.0,2023-02-15T11:42:49.316000,480596.29,4202758.85
023.7807763,37.9748570,01.5800000,0232.0,2023-02-15T11:42:50.317000,480596.51,4202760.10
023.7807784,37.9748677,01.5800000,0231.0,2023-02-15T11:42:51.319000,480596.70,4202761.28
023.7807824,37.9748782,01.5800000,0231.0,2023-02-15T11:42:52.322000,480597.05,4202762.45
023.7807868,37.9748883,01.5800000,0231.0,2023-02-15T11:42:53.318000,480597.44,4202763.57
023.7807926,37.9748973,01.5800000,0231.0,2023-02-15T11:42:54.318000,480597.95,4202764.56
023.7807981,37.9749085,01.4830000,0231.0,2023-02-15T11:42:55.312000,480598.44,4202765.81
023.7808014,37.9749192,01.4830000,0231.0,2023-02-15T11:42:56.310000,480598.73,4202766.99
023.7808040,37.9749311,01.9660000,0232.0,2023-02-15T11:42:57.318000,480598.96,4202768.31
023.7808069,37.9749431,01.5660000,0232.0,2023-02-15T11:42:58.315000,480599.22,4202769.64
023.7808076,37.9749545,01.5660000,0232.0,2023-02-15T11:42:59.316000,480599.28,4202770.91
023.7808076,37.9749647,01.5660000,0231.0,2023-02-15T11:43:00.310000,480599.29,4202772.04
023.7808058,37.9749726,01.6800000,0232.0,2023-02-15T11:43:01.317000,480599.13,4202772.92
023.7808016,37.9749802,02.0500000,0232.0,2023-02-15T11:43:02.310000,480598.76,4202773.76
023.7807985,37.9749874,01.6800000,0232.0,2023-02-15T11:43:03.315000,480598.49,4202774.56
023.7807957,37.9749937,01.7800000,0232.0,2023-02-15T11:43:04.318000,480598.25,4202775.26
023.7807938,37.9750009,01.8800000,0232.0,2023-02-15T11:43:05.314000,480598.08,4202776.06
023.7807919,37.9750086,01.8160000,0233.0,2023-02-15T11:43:06.314000,480597.92,4202776.91
023.7807869,37.9750140,01.9800000,0233.0,2023-02-15T11:43:07.317000,480597.48,4202777.51
023.7807823,37.9750157,01.9000000,0233.0,2023-02-15T11:43:08.310000,480597.08,4202777.70
023.7807809,37.9750157,01.9000000,0233.0,2023-02-15T11:43:09.314000,480596.95,4202777.70
023.7807780,37.9750181,01.9800000,0233.0,2023-02-15T11:43:10.315000,480596.70,4202777.97
023.7807763,37.9750215,01.9800000,0233.0,2023-02-15T11:43:11.316000,480596.55,4202778.35
023.7807755,37.9750233,02.3000000,0233.0,2023-02-15T11:43:12.314000,480596.48,4202778.55
023.7807752,37.9750242,01.9800000,0233.0,2023-02-15T11:43:13.318000,480596.46,4202778.65
023.7807746,37.9750362,01.9800000,0233.0,2023-02-15T11:43:14.315000,480596.41,4202779.98
023.7807758,37.9750475,02.0800000,0233.0,2023-02-15T11:43:15.320000,480596.51,4202781.23
023.7807760,37.9750604,02.0800000,0233.0,2023-02-15T11:43:16.318000,480596.54,4202782.66
023.7807794,37.9750716,02.0800000,0233.0,2023-02-15T11:43:17.318000,480596.84,4202783.91
023.7807835,37.9750809,02.0800000,0233.0,2023-02-15T11:43:18.321000,480597.20,4202784.94
023.7807892,37.9750919,02.0800000,0233.0,2023-02-15T11:43:19.321000,480597.70,4202786.16
023.7807942,37.9751023,01.9800000,0233.0,2023-02-15T11:43:20.323000,480598.14,4202787.31
023.7807986,37.9751116,01.9000000,0233.0,2023-02-15T11:43:21.312000,480598.53,4202788.34
023.7808055,37.9751211,01.9800000,0234.0,2023-02-15T11:43:22.323000,480599.14,4202789.39
023.7808105,37.9751302,01.9000000,0233.0,2023-02-15T11:43:23.318000,480599.58,4202790.40
023.7808150,37.9751410,01.9000000,0233.0,2023-02-15T11:43:24.316000,480599.98,4202791.60
023.7808191,37.9751529,01.9000000,0232.0,2023-02-15T11:43:25.318000,480600.34,4202792.92
023.7808226,37.9751648,01.9800000,0232.0,2023-02-15T11:43:26.314000,480600.66,4202794.24
023.7808254,37.9751755,02.3000000,0232.0,2023-02-15T11:43:27.311000,480600.90,4202795.42
023.7808278,37.9751857,02.0800000,0232.0,2023-02-15T11:43:28.320000,480601.12,4202796.56
023.7808293,37.9751959,01.9830000,0232.0,2023-02-15T11:43:29.309000,480601.25,4202797.69
023.7808304,37.9752072,01.9830000,0231.0,2023-02-15T11:43:30.313000,480601.35,4202798.94
023.7808332,37.9752175,02.0800000,0231.0,2023-02-15T11:43:31.314000,480601.60,4202800.08
023.7808353,37.9752280,02.0800000,0231.0,2023-02-15T11:43:32.317000,480601.79,4202801.25
023.7808364,37.9752408,01.9830000,0231.0,2023-02-15T11:43:33.316000,480601.89,4202802.67
023.7808351,37.9752538,01.9800000,0231.0,2023-02-15T11:43:34.318000,480601.78,4202804.11
023.7808354,37.9752669,01.9800000,0231.0,2023-02-15T11:43:35.318000,480601.81,4202805.56
023.7808332,37.9752787,01.9800000,0231.0,2023-02-15T11:43:36.320000,480601.62,4202806.87
023.7808257,37.9752871,01.9800000,0232.0,2023-02-15T11:43:37.321000,480600.96,4202807.81
023.7808138,37.9752917,01.9800000,0232.0,2023-02-15T11:43:38.318000,480599.92,4202808.32
023.7807993,37.9752940,01.9800000,0232.0,2023-02-15T11:43:39.319000,480598.64,4202808.58
023.7807863,37.9752958,01.9000000,0232.0,2023-02-15T11:43:40.315000,480597.50,4202808.78
023.7807727,37.9752976,01.9000000,0232.0,2023-02-15T11:43:41.315000,480596.31,4202808.98
023.7807600,37.9753004,02.3000000,0231.0,2023-02-15T11:43:42.317000,480595.19,4202809.30
023.7807482,37.9753024,01.9800000,0232.0,2023-02-15T11:43:43.319000,480594.16,4202809.52
023.7807366,37.9753063,01.9000000,0232.0,2023-02-15T11:43:44.317000,480593.14,4202809.96
023.7807252,37.9753101,01.9800000,0232.0,2023-02-15T11:43:45.320000,480592.14,4202810.38
023.7807142,37.9753150,02.0800000,0232.0,2023-02-15T11:43:46.321000,480591.17,4202810.93
023.7807059,37.9753193,02.0800000,0232.0,2023-02-15T11:43:47.321000,480590.45,4202811.40
023.7806969,37.9753232,02.0800000,0232.0,2023-02-15T11:43:48.320000,480589.66,4202811.84
023.7806856,37.9753268,02.0800000,0232.0,2023-02-15T11:43:49.321000,480588.67,4202812.24
023.7806756,37.9753312,02.0800000,0232.0,2023-02-15T11:43:50.321000,480587.79,4202812.73
023.7806645,37.9753366,01.9830000,0232.0,2023-02-15T11:43:51.319000,480586.81,4202813.33
023.7806529,37.9753401,02.3000000,0232.0,2023-02-15T11:43:52.319000,480585.80,4202813.72
023.7806412,37.9753437,01.9000000,0232.0,2023-02-15T11:43:53.317000,480584.77,4202814.12
023.7806320,37.9753473,01.9000000,0232.0,2023-02-15T11:43:54.318000,480583.96,4202814.53
023.7806206,37.9753499,01.9000000,0232.0,2023-02-15T11:43:55.318000,480582.96,4202814.82
023.7806076,37.9753518,01.9000000,0232.0,2023-02-15T11:43:56.319000,480581.82,4202815.03
023.7805952,37.9753539,02.3000000,0232.0,2023-02-15T11:43:57.319000,480580.73,4202815.27
023.7805854,37.9753574,01.9000000,0232.0,2023-02-15T11:43:58.313000,480579.87,4202815.66
023.7805741,37.9753599,01.9800000,0232.0,2023-02-15T11:43:59.320000,480578.88,4202815.94
023.7805632,37.9753625,01.9000000,0232.0,2023-02-15T11:44:00.315000,480577.92,4202816.23
023.7805489,37.9753646,01.9000000,0232.0,2023-02-15T11:44:01.318000,480576.67,4202816.46
023.7805326,37.9753672,02.3000000,0232.0,2023-02-15T11:44:02.316000,480575.24,4202816.75
023.7805177,37.9753695,01.9800000,0232.0,2023-02-15T11:44:03.322000,480573.93,4202817.01
023.7805051,37.9753720,01.9000000,0232.0,2023-02-15T11:44:04.317000,480572.82,4202817.29
023.7804931,37.9753745,01.9800000,0231.0,2023-02-15T11:44:05.319000,480571.77,4202817.57
023.7804817,37.9753777,01.9800000,0232.0,2023-02-15T11:44:06.319000,480570.77,4202817.93
